repdomains,log2val,sample_strand,direction,windows
ERD,0.274833771919855,-,Right Replicating,10
ERD,-0.0282503194091141,+,Right Replicating,10
LRD,-0.721769528579789,-,Right Replicating,10
LRD,-0.463553164289567,+,Right Replicating,10
ERD,0.241717903346905,-,Right Replicating,100
ERD,0.160362328741927,+,Right Replicating,100
LRD,-0.834133234325054,-,Right Replicating,100
LRD,-0.901183343517589,+,Right Replicating,100
ERD,0.133987668525433,-,Right Replicating,11
ERD,0.143656093872324,+,Right Replicating,11
LRD,-0.278187075927092,-,Right Replicating,11
LRD,-0.609443507158663,+,Right Replicating,11
ERD,0.0794939991396824,-,Right Replicating,12
ERD,0.1370085969447,+,Right Replicating,12
LRD,-0.292394685573003,-,Right Replicating,12
LRD,-0.537746991668559,+,Right Replicating,12
ERD,0.0949520441362657,-,Right Replicating,13
ERD,0.0629016514734016,+,Right Replicating,13
LRD,-0.841050989324433,-,Right Replicating,13
LRD,-0.529197535754756,+,Right Replicating,13
ERD,0.18411315627468,-,Right Replicating,14
ERD,0.239932524250889,+,Right Replicating,14
LRD,-0.621790440496286,-,Right Replicating,14
LRD,-0.925742746811141,+,Right Replicating,14
ERD,0.328641355028476,-,Right Replicating,15
ERD,0.172965775298829,+,Right Replicating,15
LRD,-0.810005426098368,-,Right Replicating,15
LRD,-1.11098560913207,+,Right Replicating,15
ERD,0.215365865614768,-,Right Replicating,16
ERD,0.230439471153783,+,Right Replicating,16
LRD,-0.625934256060092,-,Right Replicating,16
LRD,-0.649951365257603,+,Right Replicating,16
ERD,0.350595328768492,-,Right Replicating,17
ERD,0.220619654023128,+,Right Replicating,17
LRD,-0.561402382614151,-,Right Replicating,17
LRD,-0.835494802284536,+,Right Replicating,17
ERD,0.262337309697635,-,Right Replicating,18
ERD,0.136638534017334,+,Right Replicating,18
LRD,-0.672038966244799,-,Right Replicating,18
LRD,-0.62957897646944,+,Right Replicating,18
ERD,0.0986582314822153,-,Right Replicating,19
ERD,0.0666558959522835,+,Right Replicating,19
LRD,-0.422386026527638,-,Right Replicating,19
LRD,-0.627803232422165,+,Right Replicating,19
ERD,0.322531224507272,-,Right Replicating,2
ERD,0.506214512444361,+,Right Replicating,2
LRD,-0.599398094040414,-,Right Replicating,2
LRD,-0.520046133095397,+,Right Replicating,2
ERD,0.244211945996987,-,Right Replicating,20
ERD,0.158229978782557,+,Right Replicating,20
LRD,-0.794366385340323,-,Right Replicating,20
LRD,-0.907236781618606,+,Right Replicating,20
ERD,0.173904287802026,-,Right Replicating,21
ERD,0.11670928171553,+,Right Replicating,21
LRD,-0.473546633035198,-,Right Replicating,21
LRD,-1.00035851692848,+,Right Replicating,21
ERD,0.397225359452008,-,Right Replicating,22
ERD,0.130556898418191,+,Right Replicating,22
LRD,-0.343227193154593,-,Right Replicating,22
LRD,-0.877613103580594,+,Right Replicating,22
ERD,0.0543406103080546,-,Right Replicating,23
ERD,0.330723465232044,+,Right Replicating,23
LRD,-0.818973644401101,-,Right Replicating,23
LRD,-0.434730707146697,+,Right Replicating,23
ERD,0.240250592371309,-,Right Replicating,24
ERD,0.348208844169134,+,Right Replicating,24
LRD,-0.521514463584306,-,Right Replicating,24
LRD,-0.56093027205633,+,Right Replicating,24
ERD,0.140339428458567,-,Right Replicating,25
ERD,0.307045607785237,+,Right Replicating,25
LRD,-0.494811311150708,-,Right Replicating,25
LRD,-0.869766983868108,+,Right Replicating,25
ERD,0.293475999390426,-,Right Replicating,26
ERD,0.36287442422102,+,Right Replicating,26
LRD,-0.572912286009453,-,Right Replicating,26
LRD,-0.703790686230297,+,Right Replicating,26
ERD,0.152530379532886,-,Right Replicating,27
ERD,0.155419719400843,+,Right Replicating,27
LRD,-0.757556116558324,-,Right Replicating,27
LRD,-0.767351155428592,+,Right Replicating,27
ERD,0.330772205022766,-,Right Replicating,28
ERD,0.276141176198374,+,Right Replicating,28
LRD,-0.318391313332477,-,Right Replicating,28
LRD,-1.00592276304046,+,Right Replicating,28
ERD,0.353016163687162,-,Right Replicating,29
ERD,0.026658133254016,+,Right Replicating,29
LRD,-0.868206956266852,-,Right Replicating,29
LRD,-0.678346182609175,+,Right Replicating,29
ERD,0.30666027918471,-,Right Replicating,3
ERD,0.274252286797456,+,Right Replicating,3
LRD,-0.565646743278119,-,Right Replicating,3
LRD,-0.870919093685256,+,Right Replicating,3
ERD,0.0296121135365017,-,Right Replicating,30
ERD,0.15125732096901,+,Right Replicating,30
LRD,-0.220908417257888,-,Right Replicating,30
LRD,-0.94212611245949,+,Right Replicating,30
ERD,0.0311561319627636,-,Right Replicating,31
ERD,0.0548647430774762,+,Right Replicating,31
LRD,-0.469879128634597,-,Right Replicating,31
LRD,-0.856585230242752,+,Right Replicating,31
ERD,0.159297970064721,-,Right Replicating,32
ERD,-0.0379911292721122,+,Right Replicating,32
LRD,-0.607384920434268,-,Right Replicating,32
LRD,-0.832931967237476,+,Right Replicating,32
ERD,0.257541507707487,-,Right Replicating,33
ERD,0.347402815578289,+,Right Replicating,33
LRD,-0.487437500018902,-,Right Replicating,33
LRD,-0.811918843139738,+,Right Replicating,33
ERD,0.370303514433903,-,Right Replicating,34
ERD,0.271661800798873,+,Right Replicating,34
LRD,-0.71060943126984,-,Right Replicating,34
LRD,-0.956720840908179,+,Right Replicating,34
ERD,0.48229924476737,-,Right Replicating,35
ERD,0.269184353366389,+,Right Replicating,35
LRD,-0.611392204542433,-,Right Replicating,35
LRD,-0.781440678356741,+,Right Replicating,35
ERD,0.248935092487411,-,Right Replicating,36
ERD,0.34339674092319,+,Right Replicating,36
LRD,-0.252244467215464,-,Right Replicating,36
LRD,-0.806297367473293,+,Right Replicating,36
ERD,0.082162889766917,-,Right Replicating,37
ERD,0.133512901864741,+,Right Replicating,37
LRD,-0.71049289546511,-,Right Replicating,37
LRD,-0.718894369726003,+,Right Replicating,37
ERD,0.120158813714013,-,Right Replicating,38
ERD,0.161065584701088,+,Right Replicating,38
LRD,-0.169957547182827,-,Right Replicating,38
LRD,-0.654769257573743,+,Right Replicating,38
ERD,0.250984814410488,-,Right Replicating,39
ERD,0.181558953373272,+,Right Replicating,39
LRD,-0.378597836353823,-,Right Replicating,39
LRD,-0.690452977579937,+,Right Replicating,39
ERD,0.339684615462159,-,Right Replicating,4
ERD,0.19449553625466,+,Right Replicating,4
LRD,-0.981116758690887,-,Right Replicating,4
LRD,-0.508867983022144,+,Right Replicating,4
ERD,0.138223037851378,-,Right Replicating,40
ERD,0.00640093530602791,+,Right Replicating,40
LRD,-0.355679695634949,-,Right Replicating,40
LRD,-1.07462148860758,+,Right Replicating,40
ERD,0.284148191628054,-,Right Replicating,41
ERD,0.205419951277926,+,Right Replicating,41
LRD,-0.423116813128623,-,Right Replicating,41
LRD,-0.870357948666779,+,Right Replicating,41
ERD,0.328815826026566,-,Right Replicating,42
ERD,0.412261204721678,+,Right Replicating,42
LRD,-0.630722880153475,-,Right Replicating,42
LRD,-0.899541791694721,+,Right Replicating,42
ERD,0.454695576104264,-,Right Replicating,43
ERD,0.15981595708676,+,Right Replicating,43
LRD,-0.692987350920313,-,Right Replicating,43
LRD,-1.27485329521634,+,Right Replicating,43
ERD,0.231465417358688,-,Right Replicating,44
ERD,0.120288868272268,+,Right Replicating,44
LRD,-0.846538608434808,-,Right Replicating,44
LRD,-1.06977015375577,+,Right Replicating,44
ERD,0.271643009781761,-,Right Replicating,45
